row_id	Combined.Q.value	Q.value.Significant.Count	Combined.P.value	P.value.Significant.Count	P.value.Significant..Up..Count	P.value.Significant..Down..Count	Mean.Statistic	RENCA.CTL.LAWSON..Gene..Statistic.Value	EMT6.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.LAWSON..Gene..Statistic.Value	X4T1.CTL.LAWSON..Gene..Statistic.Value	CT26.CTL.LAWSON..Gene..Statistic.Value	MC38.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.KEARNEY..Gene..Statistic.Value	MC38.CTL.KEARNEY..Gene..Statistic.Value	B16.CTL.PRFKO.KEARNEY..Gene..Statistic.Value	MDAMB231.CART.HER2.KEARNEY..Gene..Statistic.Value	MC38.NK.KEARNEY..Gene..Statistic.Value	MC38.CTL.PD1.KEARNEY..Gene..Statistic.Value	MC38.CTL.IgG.KEARNEY..Gene..Statistic.Value	MART1.CTL.LIBA.VRED..Gene..Statistic.Value	MART1.CTL.LIBB.VRED..Gene..Statistic.Value	K562.NK1_1.PECH..Gene..Statistic.Value	K562.NK2_5.PECH..Gene..Statistic.Value	RENCA.CTL.LAWSON..Gene...log.P.value.	EMT6.CTL.LAWSON..Gene...log.P.value.	B16.CTL.LAWSON..Gene...log.P.value.	X4T1.CTL.LAWSON..Gene...log.P.value.	CT26.CTL.LAWSON..Gene...log.P.value.	MC38.CTL.LAWSON..Gene...log.P.value.	B16.CTL.KEARNEY..Gene...log.P.value.	MC38.CTL.KEARNEY..Gene...log.P.value.	B16.CTL.PRFKO.KEARNEY..Gene...log.P.value.	MDAMB231.CART.HER2.KEARNEY..Gene...log.P.value.	MC38.NK.KEARNEY..Gene...log.P.value.	MC38.CTL.PD1.KEARNEY..Gene...log.P.value.	MC38.CTL.IgG.KEARNEY..Gene...log.P.value.	MART1.CTL.LIBA.VRED..Gene...log.P.value.	MART1.CTL.LIBB.VRED..Gene...log.P.value.	K562.NK1_1.PECH..Gene...log.P.value.	K562.NK2_5.PECH..Gene...log.P.value.
LSM12	0.999965555944184	1	0.000846658293038374	6	4	2	0.357571691886084	2.82	-0.43	0.65	2.39	-1.2	1.38	-0.138683825447241	-0.518886345838261	1.29978111463151	-0.0476439559544766	-0.213290991037233	1.76303847930567	-0.898235520728614	2.1532	-1.5011	1.02183288943497	-2.4512930823029	2.23133868480134	0.234057584502036	0.285589073136865	2.03290720748051	0.617143927934336	1.49577377532983	0.0738858229874798	0.0768346086336623	0.474926238119954	0.3444125050064	0.15568926003661	0.468920142823097	0.116760582969897	1.39762525925554	2.04988839560368	0.333430434524753	4.16377786993038
TTL	0.999939710435206	1	0.000173890297083147	6	4	2	0.335631364675022	2.81	-0.68	-2.56	4.08	2.13	1.71	0.306006101709712	-1.58930300788433	1.00549199942784	-0.55014488893025	-1.9014125269762	1.47890390327052	-0.853936814573908	-0.010735	0.40479	1.3873994258067	-1.46132599237471	2.22290375115413	0.339536992584718	1.94396924963871	4.60160675371716	1.4242732987155	1.78079542106649	0.0738858229874798	0.807001179237284	0.353960660768476	0.0718582547769728	1.08306763596347	0.355112761968405	0.10555424080682	0.0496448832774812	0.288041005233328	0.500683741661098	2.58967661818786
SCAF8	0.999982620821595	1	0.00557119287516721	5	4	1	0.471106755463147	2.8	4.62	-0.51	1.86	2.86	-0.75	-1.20723929869597	-0.568198779677632	0.0342221546882938	0.667958630746307	0.228831349263525	1.26441809913264	-0.972141819274568	0.25239	0.35935	-1.91542755382516	-1.01534793948393	2.20305218508292	5.22986296066617	0.20181737338903	1.42455797059939	2.26230118027499	0.82124014673673	0.490684509815341	0.0768346086336623	0.0892725763237164	0.3444125050064	0.0396448536059628	0.310213825648729	0.17918511028136	0.0521400356590914	0.14828924204958	0.706458336597055	2.16761166359086
DDX39B	0.999882939617646	1	4.14486966124845e-05	5	4	1	0.444254396534634	2.78	3.03	-0.67	1.83	4.4	0.62	-0.674017795542771	1.49055639428538	-1.19542761938235	-1.98251169294326	1.37446941203167	-0.141746808955411	-0.975040844424288	0.48935	-0.43568	-1.52978482101087	-0.857841482969323	2.19011258148308	2.58410541276737	0.293023752723975	1.39104349458909	4.76754898368415	0.616243187827961	0.0738858229874798	0.315775836293648	0.927733265765307	1.11239234481503	0.270422200189767	0.0204095215945821	0.17918511028136	1.02774160511293	0.977035793482007	0.302684401932687	2.03311155217338
SRSF2	1	0	0.00926304401570716	5	4	1	0.723668834465856	2.68	1.09	-0.74	1.75	3.06	0.17	-0.584238295404977	0.677608429472377	0.99565047699722	1.2843829376853	1.64781811782886	-0.311000817702771	1.1163321143127	-1.4308	0.1448	0.322043157128897	0.429774065601937	2.0518665411529	0.546697681889006	0.334693068711375	1.31224276359085	2.51418257114649	0.451621426925199	0.0738858229874798	0.315775836293648	0.35145279940366	0.3444125050064	0.352060415548761	0.0204095215945821	0.307787201731347	2.53307309434351	0.214606093480669	0.148500554054407	1.80121662436149
NDUFA6	1	0	9.07240460253501e-06	5	4	1	-0.00521467191926436	2.67	2.25	-1.73	0.15	3.19	-0.21	-0.993266702144987	-2.28440057184908	-0.931296909858259	1.08998443619998	-0.180500069293451	-1.49669745035389	0.927205206709343	1.3191	-1.4276	-1.35792967534189	-1.07324768669526	2.0518665411529	1.64774911250617	1.08893102755905	0.0316475631759867	2.70064412583819	0.591197763085295	0.37703380686439	0.807001179237284	0.750986067896439	0.3444125050064	0.15568926003661	0.690319158567649	0.307787201731347	3.56304266933055	1.27716049427565	0.200842742885315	2.21728928169161
EPHX4	1	0	0.333765569669728	4	4	0	0.692375314650311	2.67	1.94	0.79	0.46	2.22	-0.17	-0.282474104553095	0.23181719646278	-0.257283407920917	-0.280544225588478	1.24972505910244	-1.17929683026424	-1.42838873418889	-0.044584	1.0778	3.04165678336223	1.73195261264345	2.04722609381873	1.31803613677118	0.357487879464645	0.0994454246481848	1.53099674059051	0.572564913035548	0.0738858229874798	0.0768346086336623	0.0892725763237164	0.0718582547769728	0.243088879735889	0.524016845975983	0.373436308895515	0.0620510364764716	0.861760476534812	1.56124411687812	1.07761220602661
DUS1L	0.999980450161605	0	0.00073983030424752	6	4	2	0.333649994036959	2.61	2.26	-0.53	1.12	2.49	-1.27	-0.781888677007595	-0.673483095026215	-0.0639374907934369	0.346908580763789	-1.14777853659907	1.24058255416764	0.582900921885822	0.66687	2.5421	-2.3978814784611	-1.32234288030153	1.96278401812771	1.66013406878626	0.212635371634669	0.598418586050594	1.8247263940903	1.2018235251223	0.315652899260406	0.0768346086336623	0.0892725763237164	0.3444125050064	0.483557925667491	0.310213825648729	0.145606234452116	0.370213360484322	1.52947190965105	1.39401668594899	2.44085484836992
ABHD16A	0.999737265273154	2	3.2048024466709e-06	5	4	1	0.509900504984939	2.59	3.58	-0.56	4.26	3.09	0.58	-1.5819192754449	-1.24367282890919	0.133244523611124	-0.458351402560502	-1.03669075919111	0.641558324262988	0.468006418092824	-0.47209	1.3064	-1.87406113005564	-0.754115285061626	1.93827465349165	3.38048726172952	0.226899423015652	4.93046258765288	2.56319466525289	0.583622610547932	0.869523590209719	0.807001179237284	0.0892725763237164	0.192000321298598	0.483557925667491	0.21342750457902	0.145606234452116	0.746661994673894	0.886424283199432	0.674492865879083	1.94691914795737
NXF1	1	0	0.00280047904098509	4	4	0	0.703853301544603	2.53	3.08	1.11	2.58	1.92	0.18	-0.082461163695676	1.33553288412206	-1.05234781869663	0.496502392199108	-2.19213167771916	-0.838660232864754	-0.875282892718391	-0.20604	1.0092	-0.094011527088991	3.06520616272068	1.87221961675441	2.65611620368508	0.562644028952075	2.24158110890104	1.20346793066679	0.451621426925199	0.0738858229874798	0.315775836293648	0.828512369402297	0.3444125050064	1.08306763596347	0.0204095215945821	0.116760582969897	0.34084471905937	1.778794482326	0.0821596196793116	0.681705774542028
FBXW7	0.999990541365052	1	2.32970562344366e-06	6	4	2	0.458869513962093	2.53	1.13	-2.75	3.05	3.98	-0.79	-1.7065485234766	-1.39455524212787	-0.433213048747567	1.01555781903788	1.2973755527038	-1.43103564353175	0.70071643077623	0.3825	-0.8845	2.26150505541299	0.842979337308468	1.86117942964413	0.57950319702184	2.15996241656309	2.86770693670808	3.97570415294204	0.815141257524226	0.869523590209719	0.807001179237284	0.297498479527331	0.3444125050064	0.270422200189767	0.656879007707911	0.0279390951855404	0.187100006469867	1.3635020738668	0.999264404824964	1.5180746514361
USP4	0.999998938755274	0	0.000363053501294281	5	4	1	0.335170582769849	2.49	0.65	1.18	2.97	-1.34	1.65	-1.57699793598724	-0.201586500003676	0.170445235224582	-2.36567572864387	2.28073724197815	-1.4557273720496	1.272656387336	-0.79177	0.5122	0.00120318186211993	0.252415397370963	1.81375824231287	0.245415261488799	0.597401272820038	2.75791041846539	0.721879456691891	1.7338149270049	0.869523590209719	0.0768346086336623	0.0892725763237164	1.51365257327077	0.804239738413105	0.656879007707911	0.427703710353014	0.606512541852825	0.358079925586882	0.0821596196793116	1.95400583413354
FAM117A	0.99999997147391	0	0.00961113446176157	5	4	1	0.515756618313574	2.48	-2.66	0.21	-0.3	-0.62	1.49	1.24372715032017	1.59466128473877	0.0371818628010722	-2.16125042705561	1.55431205243829	1.49154677591011	0.977180096124016	1.3424	0.24782	1.27570449222293	0.564579223831004	1.80692514791385	1.99414676914431	0.113517508302907	0.196251535773911	0.276193628203107	1.59080180745375	0.255275597033876	0.315775836293648	0.0892725763237164	1.29665936045436	0.313756148226995	0.355112761968405	0.307787201731347	1.67958366254383	0.0793185047919302	0.439894298914306	1.69709496291701
TAF13	1	1	0.00044292727696928	6	4	2	-0.186057164822163	2.48	0.18	0.45	1.82	0.92	1.74	-1.58734733535614	-0.673483095026215	-1.73158207495982	0.593599523222488	0.508846247116391	-1.46601573574963	-2.07240164597212	-0.067458	0.56864	-1.84315762377756	-2.98261206147416	1.80692514791385	0.0284421618322418	0.199042772327056	1.38275943254466	0.425778440013583	1.81454947390875	0.869523590209719	0.0768346086336623	1.37016791230878	0.3444125050064	0.0567406475808737	0.690319158567649	1.12294462002789	0.1018290069856	1.39649837490986	0.664846697024962	5.26824130692104
CYC1	1	0	0.00276008368955625	5	4	1	0.175077081034277	2.47	0.34	1.12	2.02	2.26	1.06	-1.34232697734725	-0.962337694528826	-1.45428971762242	-0.04520990409172	1.54241820690397	-1.42198019656873	-1.18514530734551	0.27073	0.80588	-1.38434774863761	-1.11708028317919	1.79365406190697	0.0284421618322418	0.562644028952075	1.59349519750201	1.57580044959983	1.01228484488135	0.53859090438603	0.0768346086336623	1.12766061950104	0.0718582547769728	0.308517059248998	0.656879007707911	0.219430023587502	0.32367226611868	1.82596928196197	0.212066940342357	2.25552492060316
CDCA3	1	1	0.387903064468062	4	4	0	0.551217165656973	2.44	3.67	0.2	0.05	0.2	1.15	0.879260588011358	-1.87736562107939	0.4635642117678	-1.75441162980928	2.85788122187929	-0.760359039767314	0.0786135620121418	0.1111	-0.60861	0.846560748459191	1.42445777469475	1.75395141706709	3.52392240930174	0.109446442034848	0.0134065374479163	0.102099693413342	1.32110889339355	0.0738858229874798	0.807001179237284	0.0892725763237164	0.924970692584901	1.64588820948623	0.0742363458496164	0.0279390951855404	0.0129104963649075	0.757508264988689	0.281137424723557	1.20585693028064
FXR2	0.99999999461142	0	0.0325711941315987	4	4	0	0.672800809301634	2.42	-0.62	-0.66	1.91	0.54	1.85	-0.926088480507388	0.471869415218409	-0.420993264847345	-0.714755721319457	2.01093805613784	1.51373131187457	1.47133700667047	0.5276	1.0039	0.611724574560123	0.448350860340556	1.7237338420214	0.317247082234961	0.293023752723975	1.47054918037523	0.223870991328767	1.92592028214232	0.37703380686439	0.315775836293648	0.0892725763237164	0.0718582547769728	0.386600500005977	0.355112761968405	0.47484652944161	0.312533467530318	0.488678244082296	0.230733996769171	1.78648032865171
THOC5	0.999999991887219	1	0.0172963382654139	4	4	0	0.150324356160485	2.29	3.33	0.3	-0.44	0.46	0.27	-0.043102282274333	-1.4787692384215	-1.11862535956376	-0.934550498296452	-0.821081231283276	-0.984804723520946	-1.68180839663271	1.2319	0.26049	0.778965564347545	1.13690022037367	1.58455454827706	3.00376600461943	0.152233171996993	0.252460316552642	0.154200848122242	0.470012622522591	0.0738858229874798	0.807001179237284	0.895236796021852	0.0718582547769728	0.221078413525041	0.159553892870713	0.798673839829851	2.29168959979767	0.263165439889607	0.259906004437288	1.3492949065371
S1PR3	0.999999444270704	0	0.0217703978615017	5	4	1	0.0394518777286591	-2.24	2.01	0.37	1.79	-0.46	-1.83	-0.418365372487015	1.62289431060219	-0.0932562348972894	0.894901022737055	0.982243300878534	-1.06300430291656	0.489623986213753	-1.1748	1.7258	-2.13594373757427	0.200588948830807	1.58220338736854	1.39508653711974	0.175755932545973	1.35485310731058	0.198402187051122	1.26383343139558	0.0738858229874798	0.315775836293648	0.0892725763237164	0.0718582547769728	0.102120063058631	0.320078263329928	0.145606234452116	0.638121131297211	1.48211822105164	1.01346565488913	2.00062623401837
SIGLEC15	1	0	0.01236159475268	5	4	1	0.48773156493661	2.26	0.32	2.43	2.68	-2.22	1.28	0.179404625102421	-1.86377007388943	-1.12007923151719	-1.4496505210861	0.793339584258129	-0.249776750989035	1.92961950696364	1.4616	0.041826	0.325292112320725	1.49363135275921	1.54767990294963	0.0284421618322418	1.84964875247873	2.36742670422662	1.53099674059051	1.42158839076925	0.0738858229874798	0.807001179237284	0.895236796021852	0.710248237290574	0.0867544086785552	0.0204095215945821	0.666608178638381	0.670297102846785	0.0237600990173995	0.148500554054407	1.17515069577711
COCH	0.99999995708539	1	0.00891947813277261	5	4	1	0.242978879436991	-2.17	-0.78	-0.69	3.41	-1.05	1.3	1.91136259583149	1.4357341635151	-0.0361032887447838	-0.517825535872623	-1.17005210752954	-0.820870563204616	1.47037580693987	3.1539	-0.10648	-1.2809250305208	0.0715249100147545	1.50598777262114	0.39683993218989	0.308982991751047	3.42404579958071	0.510282218340066	1.43253869358269	0.617056215227781	0.315775836293648	0.0892725763237164	0.0718582547769728	0.483557925667491	0.114438919616569	0.47484652944161	1.96762302879006	0.0987051828344328	0.175483124309218	1.55533677618783
QRSL1	0.999885538277092	1	6.7790200987479e-05	6	4	2	0.00529730494732556	2.15	0.89	0.7	1.35	2.53	1.6	-1.08369512012069	-2.50662827490992e-05	-2.23401630876753	-0.755181645534771	-1.12417215425346	-1.13393932516839	0.808817723561225	0.98866	-0.20753	-2.09062157678235	-2.29824234254675	1.43895368000083	0.367513695920206	0.319836041302446	0.890580541368786	1.87625097021148	1.68588969584942	0.427340182459934	0.0768346086336623	1.89732428066155	0.0718582547769728	0.483557925667491	0.404611335714808	0.25954475565393	1.93427094053765	0.363261428614045	0.869490543797741	3.85099850231794
EPHA4	0.999999999681781	0	0.014013304019951	4	4	0	0.175165974210877	2.13	-0.73	2.49	-0.66	0.9	1.81	-1.74353618102225	1.03339304484462	-0.561524548766124	-1.50346180190767	1.18844026722701	-2.0843317635216	-0.582514763657742	-0.26985	0.046666	1.0545744373402	0.459966871048463	1.41592195814142	0.375723865417061	1.89463484944069	0.341672230042902	0.400447455043633	1.88268776661215	0.869523590209719	0.315775836293648	0.396329907323063	0.736382016918585	0.228804250486273	1.09387792685447	0.0279390951855404	0.239411671881886	0.0166398730723512	0.333430434524753	1.77627453705705
MRPS26	0.999996466896541	0	6.05275468522626e-06	5	4	1	-0.236102031015406	2.12	-1.35	0.53	2.11	-0.26	-0.9	-0.798948973727131	-1.92134680560889	-1.27034995834631	-0.516020630960452	-2.09225176584397	-1.67235672576315	-2.03104923868459	-1.0263	1.514	2.60898207176705	0.941907499905543	1.41019741274509	0.705203985320039	0.23203541695508	1.71024076529715	0.0648663594950508	0.86616031407015	0.315652899260406	0.807001179237284	0.982361719720657	0.0718582547769728	1.08306763596347	0.790180233513679	1.12294462002789	1.91642572032601	2.67827732565399	1.20083392680635	1.46185877124571
IL12RB2	0.999999982099083	0	0.041410374306586	4	4	0	0.425785409350617	2.1	1.28	2.17	-1.16	-0.69	-1.11	-0.579843737105694	-0.0377337080357872	1.02712841552577	-0.527854970981407	-1.02250911664381	0.83109493647054	0.859037186774333	0.13684	1.7188	1.34699451259528	0.896398440361271	1.39114608319827	0.699081157967013	1.47402355635872	0.591550838906798	0.308055783971596	0.98638062941554	0.236781361172851	0.0768346086336623	0.356959095342526	0.0718582547769728	0.483557925667491	0.21342750457902	0.25954475565393	0.0438411779159225	1.35206961622268	0.473163044407175	1.48692763568021
ATP5D	1	0	0.000365419727678413	4	4	0	0.584557458602241	2.1	-0.62	1.23	2.47	2.63	0.77	0.314580745927657	-0.375726815859319	1.55843569733868	0.940073228409676	-0.678460122144357	-1.57415335530138	-1.93070131673016	-0.85044	0.68929	1.23465212682699	2.02992660777031	1.39114608319827	0.310920950460126	0.635786937271939	2.11716811967907	1.98338324630956	0.711067927452415	0.0738858229874798	0.0768346086336623	0.587587733214114	0.3444125050064	0.15568926003661	0.728578342379747	1.12294462002789	1.17014968187033	1.83159091648037	0.4253964422995	0.965567064098155
CUL5	0.999999999299041	0	0.00347921265973995	5	4	1	-0.220785148609254	-2.05	-1.42	2.01	-2.27	2.31	0.37	1.16139820162063	-1.8070274456294	-0.00393541654944318	-2.0937977578029	-2.02231325626127	-0.209830458213907	0.499680592528225	1.3606	0.15976	-0.457404959893868	0.709522973844608	1.3787453836097	0.757615905600361	1.34226765511166	1.17807881484949	1.62670348294033	0.490605988164918	0.242581680403031	0.807001179237284	0.0892725763237164	1.2186355722781	1.08306763596347	0.0204095215945821	0.145606234452116	1.54795275919058	0.11046860245595	0.0821596196793116	1.59957610183779
SUMO1	1	0	0.0151458139548538	6	4	2	-0.0544003687478577	2.07	-0.43	2.44	0.03	1.05	2.05	0.412490421401897	-2.10256285276629	-0.0709971798277004	-0.968369231958762	-0.608222369884032	-1.2493420338908	-0.966288177973362	-0.48453	1.5309	-2.43995233316889	-1.18793251064564	1.35619830671173	0.234057584502036	1.84428460004699	0.0134065374479163	0.528654148040128	2.12335721152071	0.0738858229874798	0.807001179237284	0.0892725763237164	0.0718582547769728	0.15568926003661	0.549157428210248	0.17918511028136	0.403128121395753	1.36771483996941	1.42253159160809	2.3182940631086
AHCTF1	1	1	0.000451853860852818	6	4	2	0.740434381512078	2.05	3.46	0.24	1.42	1.02	1.16	-0.352104358278553	1.8763444288684	0.623585249819529	-0.791726786491376	-2.7841875197375	1.8998561491	-1.01124329222477	-0.42576	-0.70004	2.93392970620867	1.96873090844092	1.34497293590453	3.18651645446756	0.118944991840895	0.983202192968507	0.505351245739178	1.33093086901431	0.0738858229874798	0.315775836293648	0.0892725763237164	0.0718582547769728	1.93663249115218	0.468920142823097	0.17918511028136	1.05997685886158	1.81824213653132	1.50965648886687	0.987751477153416
GPCPD1	0.999999971513134	0	0.00715639009491426	5	4	1	0.533088076476218	2.06	0.85	-0.27	-0.88	0.66	2.23	-1.01212142399295	-0.292165615587971	-1.89091269124353	1.62472109692366	0.96965196761078	2.98321236804268	0.873923345677613	-1.1862	0.50917	1.12214686595347	0.711071386711953	1.34497293590453	0.349659761292471	0.0850888160959766	0.464454748077069	0.280010604551252	2.31997164344433	0.37703380686439	0.0768346086336623	1.53568719121939	0.3444125050064	0.102120063058631	2.19316942955686	0.25954475565393	0.85864430779611	0.367492093692277	0.374893677958663	1.5985207863752
GAPDH	0.999999128776578	0	0.000356393976467404	5	4	1	0.0525365412763378	1.98	2.36	-1.21	1.8	-1.15	1.63	-0.29386639209658	0.468258139291547	-0.829432000498032	-1.2314890756377	-1.17005210752954	-1.7235782930215	0.857406985577632	-0.1206	0.93069	0.0346234528995343	-1.43883950728762	1.27735790071929	1.76422235351394	0.661488207547154	1.36192767934155	0.581573196815779	1.71307950276496	0.0738858229874798	0.315775836293648	0.59287544528753	0.184478600750238	0.483557925667491	0.839873773829813	0.25954475565393	0.206698646386885	2.61259237507182	0.0821596196793116	2.55881263151447
SLC38A8	0.999999987885443	0	0.000989066237152306	4	4	0	0.991018200038091	1.97	-0.14	1.99	0.26	0.79	2.35	1.84686988695512	-1.38696642850138	0.807462623510295	-0.605148998379743	2.64063015597058	1.64045787651124	3.04809122871749	-0.54049	-0.30382	1.86510990837962	0.615113147484322	1.25779798229477	0.171947408252151	1.31816582812411	0.0562114248740816	0.341778720610252	2.45203607737503	0.617056215227781	0.807001179237284	0.28773757615091	0.0718582547769728	1.2711746421681	0.411856157054953	2.1825292583953	0.524198107254275	0.22395292881822	0.769016542648943	1.66284378073858
DYRK1A	0.998798256568337	0	7.00136415373659e-07	5	4	1	-0.225424395442042	-1.93	-2.64	-1.11	0.69	1.84	2.07	-1.71625161456647	-0.85860224336482	-0.881254660798083	-1.04851802949664	-1.42009508840534	-1.68849629282953	-1.85041332454738	2.6019	2.0357	0.958045134019242	1.11577139747431	1.24480069882735	1.96996141275893	0.591615773102879	0.245396272680873	1.13434226166393	2.14255668047032	0.869523590209719	0.0768346086336623	0.685628095018126	0.0718582547769728	0.625970802100356	0.823378028889735	0.976163817447241	4.10710436207123	3.13802375356302	0.314469932628784	1.36085240712031
HNRNPA3	0.999997784525613	0	0.00223665933283651	5	4	1	0.650061637018976	1.93	2.15	2.44	2.48	2.18	0.28	0.471001029111425	0.0224863504642798	-0.62825027551742	1.38564280754301	-0.866638704091775	1.88750823331633	1.17204248364632	-0.8524	-0.60534	-0.607016442950012	-1.78798765219956	1.21768841461219	1.53719329886506	1.83658340327598	2.12399504780828	1.50434312713327	0.47176624627829	0.0738858229874798	0.0768346086336623	0.0892725763237164	0.3444125050064	0.483557925667491	0.468920142823097	0.384027515957567	0.559012248523843	0.399626168838729	0.0821596196793116	3.05889409966314
SLC29A3	1	0	0.0328199227803033	4	4	0	0.553221479410789	1.89	0.37	-0.39	0	2.11	2.8	0.154367471734145	-0.402440322096121	-0.465155644610364	-0.140202495825952	2.30056908767552	-1.33383480996551	1.10583024821917	0.42107	2.1275	-1.5920654464699	0.449127061322428	1.17688753239254	0.0284421618322418	0.127761413814525	0.0898174899225303	1.41284383693472	2.99804627655666	0.0738858229874798	0.0768346086336623	0.327234870764199	0.3444125050064	0.860185879074723	0.593268725483951	0.307787201731347	0.361920271100595	1.41945134789757	0.349885396792988	1.78523348379046
SMG6	0.999958704411446	1	8.12244299262069e-07	7	4	3	0.264156280787451	-1.82	0.58	0.74	-1.27	1.2	0.66	-0.668648071505528	3.6532518780486	-1.64453374412962	-0.620756269680241	3.03804296704142	2.55476994877938	2.13763966325649	-0.15023	0.87475	-2.42962624763772	-2.34400335078612	1.15393424688093	0.11237083032833	0.339022408846457	0.671144943452004	0.622799653194403	0.64538725896924	0.281495326162176	3.26631446685685	1.30803598610616	0.0718582547769728	2.36840064120726	1.56315643564711	0.666608178638381	0.158246464110334	2.25956624994988	1.42253159160809	3.94940156559134
SMG8	1	1	0.00667484112243956	4	4	0	1.08758712606046	1.85	3.69	0.18	1.13	-1.57	0.09	0.75022367869245	1.47509129673979	0.298056554222526	-0.944018880837555	3.25257601933776	3.00083546819162	3.27376188267998	-0.017656	0.43709	-0.298266199148891	1.89128732315017	1.13655660411727	3.55476460479764	0.0981522838852971	0.598418586050594	0.894694849066142	0.436927538194187	0.0738858229874798	0.315775836293648	0.0892725763237164	0.168675237800731	2.67139327353633	2.19316942955686	2.35198760289297	0.0500589355093451	0.0969100130080564	0.0821596196793116	1.01660389924639
SEH1L	0.995176871866093	2	7.42166820377501e-09	8	4	4	0.24689012334237	1.84	3.73	2.01	0.76	1.41	2.71	-0.687258254951389	-0.785876232517042	-2.32733955674397	-2.43879807357754	2.1340339724828	2.6001316597089	-0.681492359015721	-0.22352	0.30419	-2.50295270820547	-3.65398635036027	1.12462321412175	3.60479836545231	1.33746230527301	0.310178713871602	0.7871651911831	2.88775916535821	0.281495326162176	0.0768346086336623	1.98207162177949	1.59718008401711	0.6758227725071	1.73680348842757	0.0279390951855404	0.437243342599922	0.665465831390844	1.48888572266101	6.92419588729492
EIF3H	0.999810698863925	3	0.000382712082088616	5	4	1	0.605935963816404	1.83	4.81	3.96	4.31	2.18	NA	-0.308134487304721	-1.43482139336413	-1.15380530196186	0.189322578794281	-0.295306174726162	-0.992856276705012	-2.01481535076025	0.031795	0.15447	0.233826082364864	-1.19876329145815	1.11951421440067	5.62078440478729	4.3275590227242	5.03547267769298	1.49689821403218	NA	0.0738858229874798	0.807001179237284	0.895236796021852	0.0718582547769728	0.15568926003661	0.159553892870713	1.12294462002789	0.013161111985421	0.208709450981002	0.0140589282401503	2.32822305243379
EIF3B	0.999999998733727	0	0.00115220899266523	5	4	1	0.23638294365859	1.81	-1.19	2.71	1.63	-1.03	1.48	1.13795325970219	0.622915578763655	-1.19373920370278	0.872895572077672	-2.47911725681008	-0.576466362233342	-0.369734933822029	0.50414	0.54231	-0.596951143460168	0.144304531680915	1.09598737499887	0.598436130907949	2.23965221400182	1.20266681148328	0.496324915930913	1.58533116189836	0.242581680403031	0.315775836293648	0.924570650207344	0.3444125050064	1.46374536165189	0.062109257621561	0.0279390951855404	0.52911930247452	1.34914873482363	0.0821596196793116	2.05278316380438
QKI	1	0	2.04508946888901e-05	4	4	0	0.790876365128711	1.78	2.21	-1.56	0.38	2.66	0.17	-0.597520386736604	1.77945009352352	-0.876938579463491	2.78001731559999	1.85332353380481	-1.78300186337259	-1.08256848951196	1.0884	0.88467	2.35964967694163	1.39941690640279	1.05789049416257	1.59531938193019	0.941885829822667	0.0778503447519374	2.02010234823999	0.451621426925199	0.281495326162176	0.315775836293648	0.682156155675796	0.726853304058788	0.352060415548761	0.878616793687446	0.201498689183179	2.0767041593445	2.49486359359472	1.07009882999752	1.2172686364415
KAT6A	1	3	2.44410187433463e-06	5	4	1	1.24965724700017	-1.67	6.93	1.02	5.28	4.49	2.09	1.13174893956883	-1.7829895771883	0.669055617738957	NA	-2.30683536327192	-0.0419481901481354	1.01408960020643	-0.14901	0.018395	1.74868201824814	2.80298515384895	1.03261727731266	11.1522335993569	0.495068821408025	7.05540132426118	4.92419452406128	2.17335388751294	0.242581680403031	0.807001179237284	0.0892725763237164	NA	1.46374536165189	0.0204095215945821	0.307787201731347	0.119849784634433	0.0320684416371375	0.682290319688342	0.743109312980633
MEX3D	0.999997036059485	0	0.000217177362922038	5	4	1	0.408932098777782	1.75	2.24	3.24	0.97	-0.5	-0.14	-0.932031977059975	1.74963104025237	-1.21245044742529	-0.280544225588478	1.35572085915571	2.82159152303504	-1.03789272685387	-0.31752	0.77891	-1.64527069666837	-1.88829766962485	1.02969832697362	1.63029994941495	3.04528517327195	0.452113513277218	0.202616684237494	0.562537032137763	0.37703380686439	0.315775836293648	0.93935078117927	0.0718582547769728	0.270422200189767	2.01297651156168	0.188087477135945	0.220916018806974	1.49616847612196	0.415817825908403	3.21131734154779
TCP11	0.999999611668894	2	0.000406629066136527	4	4	0	0.784135867829014	1.75	3.53	0.62	3.39	1.83	2.39	-1.81507750244153	0.426340157739162	-0.852313707559715	0.0632844475435922	2.51239730677621	0.580970998220381	-0.76706982765413	-1.156	0.69891	-0.863250051593421	0.992117932062682	1.02450049368168	3.29341269352317	0.273328390017578	3.40342140869462	1.11365505086439	2.49308580383656	0.869523590209719	0.315775836293648	0.671046709131313	0.0718582547769728	0.956930114180002	0.149142052523796	0.0841045579902851	0.636463229127336	0.166808249245217	0.0821596196793116	1.43128612325534
